subj,num,suf,format,term,code,inst,title,sec,enr
BUS,270,A,LEC,Fall 2004,1043,"Chen, Shih-Fen",MANAGING INT'L BUSINESS,1,46
HS,404,B,LEC,Fall 2004,1043,"Fournier, Stephen",APPLIED REGRESSION ANALY,1,27
PHIL,1,A,LEC,Fall 2004,1043,"Teuber, Andreas",INTRO TO PHILOSOPHY,1,117
ENG,211,A,SEM,Fall 2004,1043,"Sanders, Mark",PSYCHOANALYTIC THEORY,1,9
HSSP,92,B,SEM,Fall 2004,1043,"Bhalotra, Sarita",INTERNSHIP & ANALYSIS,3,3
PE,21,A,NCA,Fall 2004,1043,"Millette, Christopher",TENNIS,1,16
THA,326,D,STD,Fall 2004,1043,"Booth, Debra",SCENIC DRAWING II,1,6
THA,335,D,STD,Fall 2004,1043,"Chybowski, Michael",LIGHTING DESIGN III,1,2
JCS,211,A,LEC,Fall 2004,1043,"Leder, Alexander",BEGINNERS HEBREW,1,3
SPAN,33,A,LEC,Fall 2004,1043,"Nasielskier Burstin, Mary",INTER.SPANISH:READING,2,19
SPAN,105,A,LEC,Fall 2004,1043,"Cantu, Anne",SPANISH CONVERSATN/GRAM.,2,10
THA,9,A,STD,Fall 2004,1043,"Dibble, Susan",MOVEMENT FOR THE STAGE I,1,20
PSYC,51,A,LEC,Fall 2004,1043,"Deckersbach, Thilo",STATISTICS,1,54
USEM,68,B,SEM,Fall 2004,1043,"Powelstock, David",THE ART OF LIVING,1W,16
ECON,303,A,LEC,Fall 2004,1043,"Shankar, Rashmi",ADV. MACROECONOMIC I,1,12
THA,41,A,STD,Fall 2004,1043,"Cleary, Jennifer",THEATER PRACTICUM,1,52
UWS,4,A,SEM,Fall 2004,1043,"Parent, Mikel",UNIVERSITY WRITING SEM.,1,16
PSYC,131,B,SEM,Fall 2004,1043,"Sherman, Aurora",SEM: HEALTH PSYCHOLOGY,1,9
YDSH,10,A,LEC,Fall 2004,1043,"Kellman, Ellen",BEGINNING YIDDISH,1,20
AAAS,70,A,LEC,Fall 2004,1043,"Bryant, Joan",INTRO TO AFRO-AMER HIST.,1,10
RPJM,101,,LEC,Fall 2004,1043,"Marando, Anne",FOUNDATIONS:PROJECT,1DL,20
ANTH,1,A,LEC,Fall 2004,1043,"Lamb, Sarah",INTRO-COMP ST. HUMAN SOC,1,206
AAAS,115,A,LEC,Fall 2004,1043,"Sundiata, Ibrahim",INTRO TO AFRICAN HISTORY,1,8
NEJS,173,B,LEC,Fall 2004,1043,"Fishman, Sylvia",AMER.JEW.WRITERS-20TH C,1,9
USEM,73,A,SEM,Fall 2004,1043,"Flesch, William",THINKING ABOUT INFINITY,1W,18
PHIL,1,A,LEC,Fall 2004,1043,"Greenberg, Robert",INTRO TO PHILOSOPHY,2,12
BUS,251,A,LEC,Fall 2004,1043,"Chen, Shih-Fen",FINANCIAL PRODUCT MKTG.,1,20
FIN,201,A,LEC,Fall 2004,1043,"Subramanian, Narayanan",FINANCIAL THEORY,1,47
GER,30,A,LEC,Fall 2004,1043,"Geffers-Browne, Christine",INTERMEDIATE GERMAN I,2,11
HS,271,A,SEM,Fall 2004,1043,"Holcombe, Susan",FRAMEWORK FOR DEVELOPMENT,1,85
MATH,35,A,LEC,Fall 2004,1043,"Adler, Mark",ADVANCED CALCULUS,1,17
HBRW,44,B,LEC,Fall 2004,1043,"Winkelman, Rina",ADVANCED HEBREW: ASPECTS,1,11
RUS,10,A,LEC,Fall 2004,1043,"Chevalier, Joan",BEGINNING RUSSIAN,1,11
PE,26,A,NCA,Fall 2004,1043,"Baer, Carole-Ann",BALLROOM DANCE,1,27
NEJS,149,A,LEC,Fall 2004,1043,"Decter, Jonathan","SEPHARDIC EXPER., PART 1",1,7
NEJS,106,B,LEC,Fall 2004,1043,"Wright, David",ELEMENTARY UGARITIC,1,7
PHIL,17,A,LEC,Fall 2004,1043,"Smiley, Marion",INTRO TO ETHICS,1,51
SOC,1,A,LEC,Fall 2004,1043,"Cunningham, David",ORDER AND CHANGE-SOCIETY,1,88
ENG,11,A,LEC,Fall 2004,1043,"Plotz, John",INTRO TO LITERARY METHOD,3,15
LAT,30,A,LEC,Fall 2004,1043,"Koloski-Ostrow, Ann",INTER.LATIN:LITERATURE,1,20
MATH,10,A,LEC,Fall 2004,1043,"Drake, Brian",TECHNIQUES-CALCULUS (A),6,18
HIST,200,A,SEM,Fall 2004,1043,"Fischer, David",COLLOQ. IN AMER. HISTORY,1,5
HBRW,41,A,LEC,Fall 2004,1043,"Azoulay, Bracha",INTEN. CONVSTNL HEBREW I,1,15
FREN,104,B,LEC,Fall 2004,1043,"Ratner, Esther",ADV.LANGUAGE SKILLS/CULT,1,13
THA,195,A,LEC,Fall 2004,1043,"Krstansky, Adrianne",TOPICS IN THEATER/DRAMA,2,6
HSSP,92,B,SEM,Fall 2004,1043,"Tsipis, Judith",INTERNSHIP & ANALYSIS,7,1
HS,284,F,LEC,Fall 2004,1043,"Williams, Dessima",GENDER ANALYSIS,1,18
HS,276,F,LEC,Fall 2004,1043,"Bhalotra, Sarita",WORLD HEALTH,1,28
POL,214,A,SEM,Fall 2004,1043,"Art, Robert",GRAD SEM:INT'L RELATIONS,1,7
ENG,8,A,LEC,Fall 2004,1043,"Irr, Caren",21-C AMERICAN LITERATURE,1,39
RPJM,102,,LEC,Fall 2004,1043,"Sherman, Eliot",BUSINESS OF PROJECT,1,3
FIN,217,F,LEC,Fall 2004,1043,"Canella, Alfonso",FINANCIAL MODELING,1,46
HS,251,F,LEC,Fall 2004,1043,"Anderson, Brenda",MANAGERIAL ACCOUNTING,1,18
HS,257,F,LEC,Fall 2004,1043,"Prottas, Jeffrey",C'FLICT RESOLUTION BY NEGOTIAT,1,6
RECT,102,,LEC,Fall 2004,1043,"Moussavi, Mansour",E-COMMERCE ECONOMICS,1,4
BCHM,101,A,LEC,Fall 2004,1043,"Hedstrom, Lizbeth",ADV.BCHM:ENZYME MECHANSM,1,16
BCHM,102,A,LEC,Fall 2004,1043,"Kern, Dorothee",QUANT.APPROACH:BCHM SYST,1,5
BUS,220,A,LEC,Fall 2004,1043,"Molinsky, Andrew",ORGANIZATIONAL BEHAVIOR,1,31
POL,192,B,SEM,Fall 2004,1043,"Yack, Bernard",SEM:TOPICS-LAW/POL THRY.,1,20
PE,5,A,NCA,Fall 2004,1043,"Rybko, Niki",FIRST AID AND CPR,1,12
BIOL,220,A,LEC,Fall 2004,1043,"Stoler, Joan",CLINICAL GENETICS II,1,10
BIOL,18,B,LAB,Fall 2004,1043,"Tsipis, Judith",GENERAL BIOLOGY LAB,3,45
MUS,15,A,STD,Fall 2004,1043,"Hampton, Neal",WIND ENSEMBLE,1,36
HS,407,B,LEC,Fall 2004,1043,"Godoy, Ricardo",SURVEY RESEARCH METHODS,1,22
MUS,14,A,STD,Fall 2004,1043,"Hampton, Neal",ORCHESTRA,2XC,9
PE,41,A,NCA,Fall 2004,1043,"Anderson, Kathleen",PILATES,1,21
FREN,145,A,LEC,Fall 2004,1043,"Kaplan, Edward",TOPICS:FRENCH FICTION,1,6
ECON,301,A,LEC,Fall 2004,1043,"Su, Jian",ADVANCED MICROECONOM.  I,1,13
MUS,103,A,SEM,Fall 2004,1043,"Hurst, Derek",THEORY/MSCNSHP II PRT 1,1,11
MUS,235,A,SEM,Fall 2004,1043,"Chafe, Eric",TOPICS IN 20C MUSIC,1,13
MUS,292,A,SEM,Fall 2004,1043,"Rakowski, David",SEMINAR IN COMPOSITION,2,3
NBIO,140,B,LEC,Fall 2004,1043,"Marder, Eve",PRINCIPLES: NEUROSCIENCE,1,65
SOC,119,A,LEC,Fall 2004,1043,"Fellman, Gordon",WAR/POSSIBILITIES-PEACE,1,72
SOC,171,A,SEM,Fall 2004,1043,"Williams, Dessima",WMN LEADERS:DEVLP.COUNTR,1,13
SOC,214,B,SEM,Fall 2004,1043,"Sirianni, Carmen","COMMUNITY,EMPOWERMENT:US",1,5
PE,14,A,NCA,Fall 2004,1043,"Dallamora, Denise",YOGA,1,23
PE,24,A,NCA,Fall 2004,1043,"Christiano, Vincent",BEGINNER'S KARATE,2,18
THA,328,D,STD,Fall 2004,1043,"Moody, Robert",SCENIC PAINTING II,1,9
ITAL,10,A,LEC,Fall 2004,1043,"Servino, Paola",BEGINNING ITALIAN,2,16
ITAL,106,A,LEC,Fall 2004,1043,"Lansing, Richard",ADV. READINGS IN ITALIAN,1,11
USEM,75,A,SEM,Fall 2004,1043,"Sundiata, Ibrahim",UNITED STATES AND AFRICA,1W,16
USEM,83,B,SEM,Fall 2004,1043,"Ringe, Dagmar",SCIENCE IN ART,1,16
THA,100,A,LEC,Fall 2004,1043,"McKittrick, Ryan",THEATER TEXTS & THEORY I,1,21
THA,223,A,STD,Fall 2004,1043,"Eigsti, Karl",DES./THEATER SEMINAR,1,9
PHYS,39,A,LAB,Fall 2004,1043,"Meyer, Robert",ADVANCED PHYSICS LAB,1,6
AAAS,126,B,LEC,Fall 2004,1043,"Nyangoni, Wellington",POL. ECONOMY-THIRD WORLD,1,33
ECON,201,A,LEC,Fall 2004,1043,"Cecchetti, Stephen",GLOBAL ECONOMIC ENVIRMNT,1,37
RSEG,172,,LEC,Fall 2004,1043,"D'Alotto, Len",NETWORK SECURITY,1,8
AMST,100,A,LEC,Fall 2004,1043,"Donahue, Brian",CLASS. TEXTS:AMERICAN CULT1900,1,31
THA,120,B,STD,Fall 2004,1043,"Dibble, Susan",MVMNT/DNCE THTRE COMPSTN,1,16
AMST,170,A,LEC,Fall 2004,1043,"Cohen, Jacob",IDEA OF CONSPIRACY-AMER.,1,149
AMST,140,B,LEC,Fall 2004,1043,"Dave, Shilpa",ASIAN-AMERICN EXPERIENCE,1,5
ECON,174,A,LEC,Fall 2004,1043,"Sheikh, Shahbaz",CORPORATE FINANCE,1,31
HIST,71,A,LEC,Fall 2004,1043,"Arrom, Silvia",LAT AM HIST:PRECONQ-1870,1,30
MUS,116,A,STD,Fall 2004,1043,"Eissenberg, Judith",CHAMBER MUSIC:PERF/ANAL,2XC,3
HS,120,A,LEC,Fall 2004,1043,"Hill, Anita",RACE AND THE LAW,1,22
ECON,83,A,LEC,Fall 2004,1043,"Bui, Linda",STATISTICS-ECON ANALYSIS,1,32
HSSP,192,B,LEC,Fall 2004,1043,"Gulley, Stephen",SOCIOLOGY OF DISABILITY,1,25
HBRW,123,A,LEC,Fall 2004,1043,"Hascal, Sara",INTRO:MOD. HEBREW LIT I,1,29
MUS,101,A,LEC,Fall 2004,1043,"Brown, Whitman",THEORY/MUSICNSHP I PRT 1,1,18
RUS,30,A,LEC,Fall 2004,1043,"Chevalier, Joan",INTERMEDIATE RUSSIAN,1,5
HIST,147,A,LEC,Fall 2004,1043,"Freeze, Gregory",IMPERIAL RUSSIA,1,21
ECON,141,B,LEC,Fall 2004,1043,"Jefferson, Gary",TECHNOL.& GLOBAL ECONOMY,1,37
MATH,40,A,LEC,Fall 2004,1043,"Levine, Jerome",INTRO TO REAL ANALYSIS I,1,11
LAT,120,A,LEC,Fall 2004,1043,"Johnston, Patricia",VERGIL,2,1
ENVS,92,A,SEM,Fall 2004,1043,"Goldin, Laura",INTERNSHIP,1,2
ENVS,11,B,SEM,Fall 2004,1043,"Delaney, Richard",WATER RESRCES/PLAN &MGMT,1,1
ED,102,A,LEC,Fall 2004,1043,"Rossiter, Edward","SEC.CURRIC,INSTR,ASSESMT",1,16
ECON,8,B,LEC,Fall 2004,1043,"Coiner, Harry",THE GLOBAL ECONOMY,4,53
THA,105,A,STD,Fall 2004,1043,"Terry, Elizabeth",MUSICAL THEATER WORKSHOP,1,10
HS,233,A,LEC,Fall 2004,1043,"Holcombe, Susan",MANAG POL&PRACTICE:HEALTH SER,1,20
PSYC,210,A,LEC,Fall 2004,1043,"Cross, Theodore",ADV. PSYC. STATISTICS I,1,15
HS,503,A,LEC,Fall 2004,1043,"Reich, Robert",SOCIAL ISSUES & PROBLEMS,1,28
GECS,170,A,SEM,Fall 2004,1043,"Dowden, Stephen",VIENNESE MODRN:1890-1938,1,18
ENG,19,A,LEC,Fall 2004,1043,"Campbell, Mary",INTRO. CREATIVE WRITING,1,13
MATH,1,A,LEC,Fall 2004,1043,"Pierce, Virgil",INTRO TO MATH CONCEPTS,1,13
CHEM,232,B,LEC,Fall 2004,1043,"Hendrickson, James",HETEROCYCLIC COMPOUNDS,1,6
POL,101,A,LEC,Fall 2004,1043,"Francis, Richard","PARTIES, INTER GRP,PUB OPINION",1,19
ED,101,A,LEC,Fall 2004,1043,"Moriarty, Deborah",ELEM SCH. CURRIC/METHODS,1,6
OFFC,100,,LEC,Fall 2004,1043,"Van Der Meid, J.",Off Campus Study,1,66
COMP,1,A,LEC,Fall 2004,1043,"Ruesch, Gordon",COMPOSITION,1,9
BUS,230,A,LEC,Fall 2004,1043,"Reed Jr., Charles",ENTREPRENEURSHIP,1,52
CHEM,141,A,LEC,Fall 2004,1043,"Steel, Colin",CHEMICAL THERMODYNAMICS,1,5
BISC,3,A,LEC,Fall 2004,1043,"Farber, Ira",PARADIGMS:BIOL.INVESTGTN,1,62
CHEM,29,A,LAB,Fall 2004,1043,"Keehn, Philip",ORGANIC CHEMISTRY LAB I,3,21
BIOL,207,A,LEC,Fall 2004,1043,"Rintell, David",CASE CNSLG-FAMILY CNSLG,1,10
BIOL,128,A,LEC,Fall 2004,1043,"Hiller, Elaine",HUMAN GENETICS,1,35
BIOL,316,D,LEC,Fall 2004,1043,"Lovett, Susan",MECHANSMS/RECOMBINATIONS,1,8
BIOL,105,B,LEC,Fall 2004,1043,"Haber, James",MOLECULAR BIOLOGY,1,16
HS,350,A,LEC,Fall 2004,1043,"Godoy, Ricardo",ECONOMICS:MGMT & SOC POL,1,26
HS,409,A,LEC,Fall 2004,1043,"Hodgkin, Dominic",ADVANCED ECONOMETRICS,1,10
MUS,14,A,STD,Fall 2004,1043,"Hampton, Neal",ORCHESTRA,1,12
PHIL,161,A,SEM,Fall 2004,1043,"Yourgrau, Palle",PLATO,1,21
MUS,111,A,STD,Fall 2004,1043,"Ray, Mary",PRIVATE INSTR:INSTRUMENT,1,18
MUS,112,A,STD,Fall 2004,1043,"Olesen, James",PRIVATE LESSONS-VOICE,1,10
MATH,201,A,LEC,Fall 2004,1043,"Schwarz, Gerald",TOPICS IN ALGEBRA I,1,10
PE,11,A,NCA,Fall 2004,1043,"Coven, Michael",NAUTILUS/FREE WEIGHTS,2,21
PE,17,A,NCA,Fall 2004,1043,"Shipman, William",BEGINNER'S FENCING,1,19
SPAN,20,B,LEC,Fall 2004,1043,"Hernandez-Guerrero, Olmanda",CONTINUING SPANISH,4,20
SPAN,105,A,LEC,Fall 2004,1043,"Mederos, Raysa",SPANISH CONVERSATN/GRAM.,3,16
LAT,10,A,LEC,Fall 2004,1043,"Johnston, Patricia",BEGINNING LATIN,1,20
COSI,31,A,LEC,Fall 2004,1043,"Cherniack, Mitch",COMPUTER STRUCTURES/ORG.,1,34
USEM,71,B,SEM,Fall 2004,1043,"Burt, John",RIGHT AND SOCIETY,1,15
PHYS,161,A,LEC,Fall 2004,1043,"Schnitzer, Howard",ELECTROMAGNETIC THEORY I,1,13
RMGT,112,,LEC,Fall 2004,1043,"Phillips, Cynthia",STRATEGIC INFO TECH MANGT,1DL,18
ANTH,163,B,LEC,Fall 2004,1043,"Ferry, Elizabeth","PRODUCTN, CONSUMPTN, EXCHNG",1,35
USEM,79,A,SEM,Fall 2004,1043,"Goldin, Laura",ENVIRONMENT:MODERN MYTH,1,18
NEJS,175,A,LEC,Fall 2004,1043,"Kellman, Ellen",LIT.OF JWSH WMN-E.EUROPE,1,9
MUS,123,B,LEC,Fall 2004,1043,"Chafe, Eric",HIST.OF MUSIC SINCE 1900,1,22
ANTH,153,A,LEC,Fall 2004,1043,"Urcid, Javier",WRIT.SYS/SCRIBAL TRADTNS,1,23
JOUR,107,B,SEM,Fall 2004,1043,"McNamara May, Eileen",MEDIA & PUBLIC POLICY,1,20
HS,278,F,LEC,Fall 2004,1043,"Roper, Laura",MONITORING AND EVALUATION,2,15
NEJS,196,A,LEC,Fall 2004,1043,"Ali, Kecia",ISLAMIC LAW:MAR/DIV/ETHC,1,7
CHSC,6,A,LEC,Fall 2004,1043,"Reis Jr, Arthur",FORENSIC SCIENCE,1,61
USEM,2,B,SEM,Fall 2004,1043,"Harder, Hollie",BODY MATTERS,1,18
POL,120,B,SEM,Fall 2004,1043,"Levin, Martin",SEM:PUBLIC POLICY MAKING,1,12
USEM,77,A,SEM,Fall 2004,1043,"Mairson, Harry",IDEA OF THE COMPUTER,1,13
MATH,21,A,LEC,Fall 2004,1043,"Ruberman, Daniel",INTERMEDIATE CALCULUS I,1,19
FA,116,A,STD,Fall 2004,1043,"Gisholt, Alfredo",INTERMEDIATE PRINTMAKING,1,11
FIN,212,A,LEC,Fall 2004,1043,"Anderson, Brenda",ACCTG./FINAN ANALYSIS,1,50
BCHM,170,B,SEM,Fall 2004,1043,"Ringe, Dagmar",BIOINFORMATICS,1,15
BUS,10,A,LEC,Fall 2004,1043,"Reed Jr., Charles",CAPITALIST ENTERPRISE,2,30
NEJS,140,B,LEC,Fall 2004,1043,"Ravid, Benjamin",THE JEWS IN EUR. TO 1791,1,15
PHYS,169,B,LAB,Fall 2004,1043,"Meyer, Robert",ADVANCED LABORATORY,1,4
AMST,189,A,LEC,Fall 2004,1043,"Gaskins, Richard",LGLS FND AMERICAN CAPITALISM,1,30
ANTH,112,A,SEM,Fall 2004,1043,"Auslander, Mark",AFRICAN ART & AESTHETICS,1,9
FA,3,A,STD,Fall 2004,1043,"Lichtman, Susan",INTRO TO DRAWING I,1,17
FA,17,A,LEC,Fall 2004,1043,"McClendon, Charles",HIST ART I:ANTIQ-MEDIEVL,1,39
HBRW,34,A,LEC,Fall 2004,1043,"Nevo-Hacohen, Bruria",INTER HEBREW II:CULTURE,1,18
ED,100,A,LEC,Fall 2004,1043,"Feiman-Nemser, Sharon",EXPLORING TEACHING(ELEM),1,15
ED,105,A,SEM,Fall 2004,1043,"Abramson, Marcie",ELEM.SCHL CURRIC/TEACHNG,1,8
CHEM,59,B,LAB,Fall 2004,1043,"Chan, Iu-Yam",ADV. EXPERIMENTAL CHEM,2,5
FA,5,B,STD,Fall 2004,1043,"Fair, Tory",BLURRING THE BOUNDARIES,1,12
HS,277,F,LEC,Fall 2004,1043,"Howard, Marion",PLANNING AND IMPLEMENTATION,2,13
HS,603,C,SEM,Fall 2004,1043,"Chilingerian, Jon",HEALTH POLICY DISSERTATION SEM,1,16
HS,604,C,SEM,Fall 2004,1043,"Shapiro, Thomas",ASSETS&INEQUALITY DISSER SEM,1,13
RBIF,103,,LEC,Fall 2004,1043,"Partensky, Micheal",PROBABILITY & STATISTICS,1,16
RBIO,2,,LEC,Fall 2004,1043,"Greger, Valerie","MOLEC, CELL, DEV.BIOLOGY",1,7
HS,286,F,LEC,Fall 2004,1043,"Short, Joe",CIVIL SOCIETY & NGOS,2,21
HS,300,F,LEC,Fall 2004,1043,"Boyer, David",INTEGRATED CNSRVTN&DEVEL,1,14
BUS,75,A,LEC,Fall 2004,1043,"Canella, Alfonso",ISSUES IN BUSINESS/MGMT.,1,45
ARBC,30,A,LEC,Fall 2004,1043,"Salameh, Franck",INTER. LITERARY ARABIC,1,21
BUS,6,A,LEC,Fall 2004,1043,"Keith, Richard",FINANCIAL ACCOUNTING,1,47
CHEM,18,A,LAB,Fall 2004,1043,"Dolnik, Milos",GENERAL CHEMISTRY LAB I,2,45
COMP,1,A,LEC,Fall 2004,1043,"Levy, Barbara",COMPOSITION,5,11
BIOL,206,D,SEM,Fall 2004,1043,"Tsipis, Judith",GENTC CNSLG JOURNAL CLUB,1,13
BIOL,60,B,LEC,Fall 2004,1043,"Fulton, Chandler",EVOLUTION,1,28
HS,527,F,LEC,Fall 2004,1043,"Hill, Anita",LAW & SOC:GENDER DISCRIM,1,9
MUS,117,A,STD,Fall 2004,1043,"Ray, Mary",JUNIOR RECITAL I,1,2
HS,415,F,LEC,Fall 2004,1043,"Ritter, Grant",INTRO TO SAS PROGRAMMING,1,10
PE,24,A,NCA,Fall 2004,1043,"Christiano, Vincent",BEGINNER'S KARATE,1,20
SPAN,32,A,LEC,Fall 2004,1043,"Sanchez, Francisco",INTER.SPANISH:CONVERSTN,2,19
USEM,20,A,SEM,Fall 2004,1043,"Thorne, Eva",FROM COLONIES/ IND. STATES,1,14
SPAN,34,A,LEC,Fall 2004,1043,"Mederos, Raysa",INTER. SPANISH: CULTURE,1,20
UWS,2,A,SEM,Fall 2004,1043,"Neelakanta, Vanita",UNIVERSITY WRITING SEM.,1,17
THA,109,A,STD,Fall 2004,1043,"Krstansky, Adrianne",IMPROVISATION,1,18
HBRW,146,A,LEC,Fall 2004,1043,"Hascal, Sara",VOICES OF JERUSALEM,1,15
THA,395,A,STD,Fall 2004,1043,"Krstansky, Adrianne",TOPICS: THEATER & DRAMA,4,10
PSYC,161,A,LEC,Fall 2004,1043,"Cunningham, Joseph",CLIN. PSYCH PRACTICUM I,1,6
PSYC,211,A,LEC,Fall 2004,1043,"Zebrowitz, Leslie",GRAD RSRCH METHODS:PSYCH,1,6
UWS,8,A,SEM,Fall 2004,1043,"Coriale, Danielle",UNIVERSITY WRITING SEM.,1,16
RMGT,110,,LEC,Fall 2004,1043,"Holberton, Philip",LEADERSHIP/TEAMBUILD/DECISION,1,28
MATH,23,B,SEM,Fall 2004,1043,"Levine, Jerome",INTRODUCTION TO PROOFS,1,10
ENG,64,B,LEC,Fall 2004,1043,"King, Thomas",RESTOR/18TH-C DRAMA/PERF,1,9
MUS,190,A,STD,Fall 2004,1043,"Nieske, Robert",JAZZ COMPOSITION,1,6
THA,199,A,LAB,Fall 2004,1043,"Terry, Elizabeth",PRODUCTION VOCAL COACHING LAB,3,10
HIST,104,A,SEM,Fall 2004,1043,"McKinley, Sandy","SPAN REPUBLIC,CIVIL WAR&FRANCO",1,14
HIST,187,A,LEC,Fall 2004,1043,"Jones, Jacqueline",PROBLEMS/AMER.WOMEN HIST,1,12
HS,250,A,LEC,Fall 2004,1043,"Anderson, Brenda",FINANCIAL ACCOUNTING,1,18
FIN,241,F,LEC,Fall 2004,1043,"Canella, Alfonso",FINANC'L PLANNING/CONTRL,1,42
FREN,10,A,LEC,Fall 2004,1043,"Levet, Sabine",BEGINNING FRENCH,1,21
HBRW,167,B,LEC,Fall 2004,1043,"Porath, Bonit",THE REVIVAL OF MOD.HEBRW,1,10
ED,155,B,SEM,Fall 2004,1043,"Levenson, Marya",EDUC AND SOCIAL POLICY,1,29
ENG,125,A,LEC,Fall 2004,1043,"Quinney, Laura",ROMANTICISM I,1,20
LGLS,92,A,SEM,Fall 2004,1043,"Stimell, Melissa",LAW & SOC. INTRNSHP/SEM,1,16
MATH,10,A,LEC,Fall 2004,1043,"Tseng, Jimmy",TECHNIQUES-CALCULUS (A),4,24
PE,43,A,NCA,Fall 2004,1043,"Evans, John",DANCE DANCE REVOLUTION,1,7
ECS,100,A,SEM,Fall 2004,1043,"Dowden, Stephen",EUR. CULT'L STUDY PROSEM,1,22
RSEG,120,,LEC,Fall 2004,1043,"Phillips, Cynthia",SOFTWARE DEVEL.METHODLG.,3,29
ED,110,E,STD,Fall 2004,1043,"Levenson, Marya",PRACTICE TEACH:SEC. SCHL,1,9
USEM,7,B,SEM,Fall 2004,1043,"Blocker, Craig",THE CONCEPT OF TIME,1W,18
SOC,183,A,SEM,Fall 2004,1043,"Cunningham, David",EVALUATION/EVIDENCE: QR,1,12
HS,264,F,LEC,Fall 2004,1043,"Olson, Eric",PRINCIPLES OF ECOLOGY,2,45
GER,110,A,LEC,Fall 2004,1043,"von Mering, Sabine",GOETHE,1,10
FA,192,A,LEC,Fall 2004,1043,"Allara, Pamela",STUDIES IN MODERN ART,1,7
HS,266,F,LEC,Fall 2004,1043,"Suaya Grezzi, Jose Antonio",ECON CONCEPTS FOR DEV. PRACT.,2,22
RSEG,113,,LEC,Fall 2004,1043,"Yurik, Aline","ADV.PROG.IN C++, LEVEL 2",1,8
HS,298,F,LEC,Fall 2004,1043,"Short, Joe",DEVELOPMENT MANAGEMENT,1,17
BUS,278,F,SEM,Fall 2004,1043,"Schumann, Erich",COPORATE GOVERNANCE,1,18
ARBC,10,A,LEC,Fall 2004,1043,"Salameh, Franck",INTRO: LITERARY ARABIC,1,28
COSI,215,A,SEM,Fall 2004,1043,"Alterman, Richard",ADV.TOPIC:HMAN-CENT COMP,1,10
COSI,21,A,LEC,Fall 2004,1043,"Storer, James",STRUCTURE/FUNDMT.COMPUT.,1,23
BIOL,22,B,LEC,Fall 2004,1043,"Goode, Bruce",CELL STRUCTURE/FUNCTION,2,52
HS,472,B,LEC,Fall 2004,1043,"Prottas, Jeffrey",POLICY/PRGM IMPLEMENTATN,1,23
HS,518,A,LEC,Fall 2004,1043,"Chilingerian, Jon",MANAGEMENT OF HEALTH CARE ORG.,1,30
PHIL,38,B,LEC,Fall 2004,1043,"Yourgrau, Palle",PHILOSOPHY OF MATH,1,10
FREN,165,B,LEC,Fall 2004,1043,"Hale, Jane",TOPICS:FRANCOPHONE LIT,1,8
IECS,140,A,LEC,Fall 2004,1043,"Lansing, Richard",DANTE'S DIVINE COMEDY,1,19
ITAL,10,A,LEC,Fall 2004,1043,"Dal Bo-Wheeler, Nives",BEGINNING ITALIAN,3,11
USEM,24,A,SEM,Fall 2004,1043,"Koloski-Ostrow, Ann",GREEKS BEARING GIFTS,1,18
JCS,250,D,SEM,Fall 2004,1043,"Shevitz, Susan",SEM:PLANNING/LEADERSHIP,1,13
THA,225,A,STD,Fall 2004,1043,"Booth, Debra","SET DESIGN I, PART 1",1,9
THA,226,A,STD,Fall 2004,1043,"Cosier, E.",DRAFTG/THEATER: SCENERY,1,5
COSI,22,A,LAB,Fall 2004,1043,"Storer, James",FUNDAMENTALS:PROGRAMMING,1,23
PHYS,162,A,LEC,Fall 2004,1043,"Lawrence, Albion",QUANTUM MECHANICS I,1,15
THA,343,D,STD,Fall 2004,1043,"Loewenguth, Denise",COSTUME TECHNOLOGY II,1,2
ECON,201,A,LEC,Fall 2004,1043,"Cecchetti, Stephen",GLOBAL ECONOMIC ENVIRMNT,2,36
CLAS,171,A,LEC,Fall 2004,1043,"Muellner, Leonard",GREEK EPIC/ATHEN. DRAMA,1,23
CLAS,166,A,SEM,Fall 2004,1043,"Walker, Cheryl",MEDIEVAL LITERATURE,1,12
MATH,15,A,LEC,Fall 2004,1043,"Charney, Ruth",APPLIED LINEAR ALGEBRA,1,38
FIN,212,A,LEC,Fall 2004,1043,"Anderson, Brenda",ACCTG./FINAN ANALYSIS,2,46
FIN,232,A,LEC,Fall 2004,1043,"Ballantine Jr., John",MERGERS/ACQUISITNS ANAL,1,40
MATH,10,B,LEC,Fall 2004,1043,"Tamvakis, Harry",TECHNIQUES-CALCULUS (B),1,25
NEJS,166,A,LEC,Fall 2004,1043,"Freeze, ChaeRan",CARNAL ISRAEL:JEWISH SEXUALITY,1,16
AMST,121,A,LEC,Fall 2004,1043,"Smith, Ellen",THE 20C AM. JEWISH WOMAN,1,14
NEJS,192,A,SEM,Fall 2004,1043,"Troen, Selwyn",WAR&PAX ISRAELI THOUGHT&PRAXIS,1,17
ENG,206,A,SEM,Fall 2004,1043,"Gilmore, Michael",LANG & POWER IN AMER RENAISSAN,1,11
FA,173,B,LEC,Fall 2004,1043,"Scott, Nancy",PICASSO AND MATISSE,1,17
USEM,80,A,SEM,Fall 2004,1043,"Dave, Shilpa","CULTURAL STUDIES:ALIEN,ISOLAT",1,17
PHIL,123,B,SEM,Fall 2004,1043,"Poland, Jeffrey",BIOMED ETHICS:MENTAL ILLNESS,1,25
